product_id,name,description,final_price,variants_final_prices,image,sameDay
PROD-0024,Luxury Real Solid 925 Sterling Silver Ring 3Ct 10,—,,"Gem Color: Gold Color • Ring Size: 10 — ₦50,900 | Gem Color: Gold Color • Ring Size: 5 — ₦50,900 | Gem Color: Gold Color • Ring Size: 6 — ₦50,900 | Gem Color: Gold Color • Ring Size: 7 — ₦50,900 | Gem Color: Gold Color • Ring Size: 8 — ₦50,900 | Gem Color: Gold Color • Ring Size: 9 — ₦50,900 | Gem Color: Silver Color • Ring Size: 10 — ₦50,900 | Gem Color: Silver Color • Ring Size: 5 — ₦50,900 | Gem Color: Silver Color • Ring Size: 6 — ₦50,900 | Gem Color: Silver Color • Ring Size: 7 — ₦50,900 | Gem Color: Silver Color • Ring Size: 8 — ₦50,900 | Gem Color: Silver Color • Ring Size: 9 — ₦50,900",https://i.ibb.co/zHx6QN3B/0025-2023-classic-luxury-real-solid-925-sterling-silver-webp.webp,false
PROD-0025,Watch Business Waterproof Male Clock Luminous,"CAREKISO Official StorePackage Included:1 x POEDAGAR Clock1 x POEDAGAR Box1 x Watchband adjust tool1 x Watch wipe1 x Warranty cardAfter-Sales Service:Any questions, please contact us by email, we will try our best to deal with it for you.We will reply within 24 hours.",,"Color: Silver Black — ₦109,900 | Color: Silver Blue — ₦107,900 | Color: Silver Green — ₦107,900 | Color: Silver White — ₦107,900",https://i.ibb.co/0Rvpbwvm/0026-2023-new-poedagar-luxury-watch-business-waterproof-webp.webp,false
PROD-0026,2025 Unique Holiday Christmas Gift Baskets,Beautifully curated holiday gift basket packed with premium treats — a last-minute Christmas gift she'll actually love.,"₦104,500",,https://i.ibb.co/pv1fyP1w/0027-2025-unique-holiday-christmas-gift-baskets-for-wom-png.png,false
PROD-0027,Teddy Bear,"Celebrate love with the Way To Celebrate Valentine’s Day Medium Sweetheart Happy Valentine’s Day Teddy Bear! This adorable tan bear is ready to share hugs and happiness with its super soft fur, red heart-shaped nose, and embroidered smile. It holds a bright red heart that reads “Happy Valentine’s Day” along with playful heart accents, making it the perfect gift for that special someone. With “2026” stitched on its paw, it’s a sweet keepsake to remember this Valentine’s Day. Spread warmth, love, and cheer with the cuddly Way To Celebrate Valentine’s Day Medium Sweetheart Happy Valentine’s Day Teddy Bear!","₦87,900",,https://i.ibb.co/939xm5t6/0028-2026-teddy-bear-happy-valentines-day-gift-for-girl-jpg.jpg,false
PROD-0028,2ft Mini Tree with Light Artificial Small Tabletop,Features:,,"Color: Red — ₦73,900",https://i.ibb.co/4g1DnDzq/0029-2ft-mini-christmas-tree-with-light-artificial-smal-jpg.jpg,false
PROD-0029,3 Color Personalized Engrave Jewelry 925 Sterling,—,,"Ring Size: 10 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 10 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 10 • Metal Color: Silver — ₦169,900 | Ring Size: 5 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 5 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 5 • Metal Color: Silver — ₦169,900 | Ring Size: 6 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 6 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 6 • Metal Color: Silver — ₦169,900 | Ring Size: 7 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 7 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 7 • Metal Color: Silver — ₦169,900 | Ring Size: 8 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 8 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 8 • Metal Color: Silver — ₦169,900 | Ring Size: 9 • Metal Color: 18K Gold Plated — ₦169,900 | Ring Size: 9 • Metal Color: Rose Gold Plated — ₦169,900 | Ring Size: 9 • Metal Color: Silver — ₦169,900",https://i.ibb.co/5gwpn1nd/0030-3-color-personalized-engrave-jewelry-925-sterling-webp.webp,false
PROD-0030,"33 PCS Floral Scented Rose Soap Set, Essential Oil",13.4 x 4 x 2 inch (34 x 10 x 4.8 cm) Soap Rose Bath OilCore ParametersMaterial: Soap (Plant Essential Oils)Size: 33 CountColor: PinkItem Form: SolidTe,"₦71,500",,https://i.ibb.co/BKz2rfqp/0031-33-pcs-floral-scented-rose-soap-set-essential-oil-jpg.jpg,false
PROD-0031,3D Pop up Birthday Card with LED Light & Music,"3D Pop Up Birthday Cards, Warming LED Light: About this item:Color: yellow card Warm light Best birthday gifts for kids. This is a delicate and beauti","₦42,900",,https://i.ibb.co/W4QwxZyD/0032-3d-pop-up-birthday-card-with-led-light-music-happy-jpg.jpg,false
PROD-0032,4 Pack Men's Trunks Breathable Underwear Soft,"Product Name:4-Pack Color-Blocked Vertical Striped Men’s Boxer Briefs (Assorted Colors) Key Features:4-PACK ASSORTED COLORS: Includes Dark Gray, Light",,"Underwear Size: L(Waist: 30"" 34"") — ₦47,900 | Underwear Size: M(Waist: 26"" 30"") — ₦47,900 | Underwear Size: Xl(Waist: 34"" 37"") — ₦47,900",https://i.ibb.co/DHtCsrtJ/0033-4-pack-mens-trunks-breathable-underwear-soft-comfo-png.png,false
PROD-0033,4 PCS Men's Underwear Soft Boxer Briefs,"Product Description: Name: Men’s Soft Touch Boxer Briefs – 4 PackFabric: 95% Polyester, 5% SpandexSize: M, L, XL (Please refer to the size chart for t",,"Underwear Size: L (Waist: 30 34Inch) — ₦48,900 | Underwear Size: M (Waist: 26 30Inch) — ₦48,900 | Underwear Size: Xl (Waist: 34 37Inch) — ₦48,900",https://i.ibb.co/gFdwxYh2/0034-4-pcs-mens-underwear-soft-boxer-briefs-breathable-jpg.jpg,false
PROD-0034,4 X Santa Hat Santa Hat Adults Deluxe Plush New,"Bzdo Santa Hat, Xmas Hats, Father Christmas Hat Adults Deluxe Plush","₦64,900",,https://i.ibb.co/MyWNkBLv/0035-4-x-santa-hat-xmas-hat-father-christmas-hat-adults-jpg.jpg,false
PROD-0035,4-12 Pack Men's White Boxer Shorts W/ Comfortable,Add some style and comfort to your wardrobe with these Men’s Classic Boxers 4-Pack or 12-Pack. These boxers have been designed for all-day wear in min,"₦130,900",,https://i.ibb.co/d3Sf4h3/0036-4-12-pack-mens-white-boxer-shorts-w-comfortable-fl-png.png,false
PROD-0036,4/5/6/7ft Artificial Tree with LED Lights Stand,"(If you buy Christmas tree +LED lights,please note the Christmas tree and the fairy lights are separated.You need to DIY it youreself.Thank you.) Desc","₦244,900",,https://i.ibb.co/qMB8JX1K/0037-4567ft-artificial-christmas-tree-with-led-lights-s-jpg.jpg,false
PROD-0037,4ft Artificial Lighted Tree Small Fake Mini Tree,"Features：🎄【4 FT CHRISTMAS TREE, FULL-BODIED & CHARMING APPEARANCE】Experience the enchantment of the holiday season with our 4foot Christmas tree. Cra",,"Color: Black — ₦82,900 | Color: Blue — ₦82,900 | Color: Gold — ₦82,900 | Color: Green — ₦82,900 | Color: Pink — ₦82,900 | Color: Red — ₦82,900 | Color: Silver — ₦82,900 | Color: White — ₦80,900",https://i.ibb.co/N6T3b0pW/0038-4ft-artificial-lighted-christmas-tree-small-fake-m-jpg.jpg,false
PROD-0038,4ft Lighted Small Artificial Tree Mini Tabletop,"✨ Why Choose Our Tree? 🎄【4 FT CHRISTMAS TREE, FULL-BODIED & CHARMING APPEARANCE】Experience the enchantment of the holiday season with our 4foot Chr",,"Color: Black — ₦83,900 | Color: Blue — ₦83,900 | Color: Gold — ₦83,900 | Color: Green — ₦83,900 | Color: Pink — ₦83,900 | Color: Red — ₦83,900 | Color: Silver — ₦83,900 | Color: White — ₦71,000",https://i.ibb.co/MkgxJWmr/0039-4ft-lighted-small-artificial-christmas-tree-mini-t-jpg.jpg,false
PROD-0039,4ft Lighted White Artificial Tree Small Mini Tree,Specifics:,"₦80,900",,https://i.ibb.co/nqLS7xvR/0040-4ft-lighted-white-artificial-christmas-tree-small-jpg.jpg,false
PROD-0040,5-Piece Women's Luxury Quartz Watch and Jewelry,"The 5-Piece Women’s Luxury Quartz Watch and Jewelry Set by Alloy features a stunning rose gold finish with a quartz main stone. This elegant set includes a matching watch, bracelet, necklace, and earrings, making it a perfect accessory for any special occasion. Designed for women who appreciate luxury and style, this set exudes sophistication and class. Perfect for adding a touch of glamour to any outfit, this set is a must-have for any fashion-forward individual.","₦111,500",,https://i.ibb.co/xShrbmMx/0041-5-piece-womens-luxury-quartz-watch-and-jewelry-set-jpg.jpg,false
PROD-0041,5.5/6/7/8 FT Artificial Pvc Tree W/Stand Holiday,"Introductions:If you are choosing a suitable tree for Christmas, you can take this Christmas Tree into consideration. This tree is made of high quality materials. The leaves is adopt environmentally friendly and flame retarded PVC material, which is durable and not easily deformed. It also uses iron pipe and iron wire, so that it’s stable and reliable. With fine workmanship and high quality material, it is worth buying, so get this Christmas tree home and dress up!",,"Size: 5.5 Ft — ₦71,500 | Size: 6 Ft — ₦128,900 | Size: 7 Ft — ₦106,000 | Size: 8 Ft — ₦119,900",https://i.ibb.co/Pn0VbcF/0042-55678-ft-artificial-pvc-christmas-tree-wstand-holi-jpg.jpg,false
PROD-0042,5.5ft Artificial Pvc Tree w/Stand Holiday Season,"Introductions:If you are choosing a suitable tree for Christmas, you can take this 5.5ft 850 Branch Christmas Tree into consideration. This tree is made of high quality materials. The leaves is adopt environmentally friendly and flame retarded PVC material, which is durable and not easily deformed. It also uses iron pipe and iron wire, so that it’s stable and reliable. With fine workmanship and high quality material, it is worth buying, so get this Christmas tree home and dress up!","₦68,900",,https://i.ibb.co/Vyb0hyZ/0043-55ft-artificial-pvc-christmas-tree-wstand-holiday-jpg.jpg,false
PROD-0043,5/6/7ft Pink Tree W/ Tips & Folding Stand Indoor,"Stunning pink Christmas tree in 5, 6, or 7-foot sizes with folding stand — make your holiday décor unforgettable.",,"Height: 5Ft — ₦142,500 | Height: 6Ft — ₦193,900 | Height: 7Ft — ₦229,900",https://i.ibb.co/FqW0WTpb/0044-567ft-pink-christmas-tree-w-tips-folding-stand-ind-jpg.jpg,false
PROD-0044,5Ft Artificial Pvc Tree W/Stand Holiday Season,"Elegant 5-foot white Christmas tree with sturdy stand — perfect for a clean, modern holiday look indoors or outdoors.","₦80,900",,https://i.ibb.co/DDWj0b1w/0045-5ft-artificial-pvc-christmas-tree-wstand-holiday-s-jpg.jpg,false
PROD-0045,6 Pack Men's Boxer Briefs Stretch Cotton,6 Pack Men’s Boxer Briefs Stretch Cotton Underwear Trunk Soft Breathable S-3XL,,"Bottoms Size Mens: 2Xl • Qty: 2 Pack — ₦54,500 | Bottoms Size Mens: 2Xl • Qty: 4 Pack — ₦83,900 | Bottoms Size Mens: 2Xl • Qty: 6 Pack — ₦109,900 | Bottoms Size Mens: 3Xl • Qty: 2 Pack — ₦57,500 | Bottoms Size Mens: 3Xl • Qty: 4 Pack — ₦89,900 | Bottoms Size Mens: 3Xl • Qty: 6 Pack — ₦109,500 | Bottoms Size Mens: L • Qty: 2 Pack — ₦52,900 | Bottoms Size Mens: L • Qty: 4 Pack — ₦75,000 | Bottoms Size Mens: L • Qty: 6 Pack — ₦94,900 | Bottoms Size Mens: M • Qty: 2 Pack — ₦52,900 | Bottoms Size Mens: M • Qty: 4 Pack — ₦72,500 | Bottoms Size Mens: M • Qty: 6 Pack — ₦94,900 | Bottoms Size Mens: S • Qty: 2 Pack — ₦52,900 | Bottoms Size Mens: S • Qty: 4 Pack — ₦72,500 | Bottoms Size Mens: S • Qty: 6 Pack — ₦94,900 | Bottoms Size Mens: Xl • Qty: 2 Pack — ₦52,900 | Bottoms Size Mens: Xl • Qty: 4 Pack — ₦75,000 | Bottoms Size Mens: Xl • Qty: 6 Pack — ₦94,900",https://i.ibb.co/214ZvVLP/0046-6-pack-mens-boxer-briefs-stretch-cotton-underwear-jpg.jpg,false
PROD-0046,60-120cm Big Star Moon Teddy Bear Plush Toy Giant,60-120cm Big Star Moon Teddy Bear Plush Toy Giant Stuffed Animals Birthday Valentines Day Gift Soft Pillow Dolls Grilfriend Girl1. Size: 60/80/100/120,,"Height: Brown • Color: 100Cm — ₦122,500 | Height: Brown • Color: 120Cm — ₦153,900 | Height: Brown • Color: 60Cm — ₦80,900 | Height: Brown • Color: 80Cm — ₦110,900 | Height: Grey • Color: 100Cm — ₦122,500 | Height: Grey • Color: 120Cm — ₦153,900 | Height: Grey • Color: 60Cm — ₦80,900 | Height: Grey • Color: 80Cm — ₦110,900 | Height: Pink1 • Color: 100Cm — ₦122,500 | Height: Pink1 • Color: 120Cm — ₦153,900 | Height: Pink1 • Color: 60Cm — ₦80,900 | Height: Pink1 • Color: 80Cm — ₦110,900 | Height: Pink2 • Color: 100Cm — ₦122,500 | Height: Pink2 • Color: 120Cm — ₦153,900 | Height: Pink2 • Color: 60Cm — ₦80,900 | Height: Pink2 • Color: 80Cm — ₦110,900 | Height: White • Color: 100Cm — ₦122,500 | Height: White • Color: 120Cm — ₦153,900 | Height: White • Color: 60Cm — ₦80,900 | Height: White • Color: 80Cm — ₦110,900",https://i.ibb.co/tMp16crM/0047-60-120cm-big-star-moon-teddy-bear-plush-toy-giant-webp.webp,false
PROD-0047,6Ft White Tree Snow Flocked Branches W/ 300,Introductions:,"₦99,900",,https://i.ibb.co/v4k5QTgp/0048-6ft-white-christmas-tree-snow-flocked-branches-w-3-jpg.jpg,false
PROD-0048,7FT Artificial Tree Snow Flocked W/ Stand,Majestic 7-foot snow-flocked Christmas tree with stand — brings a winter wonderland right into your living room.,"₦89,900",,https://i.ibb.co/twXTzw7n/0049-7ft-christmas-artificial-tree-snow-flocked-w-stand-jpg.jpg,false
PROD-0049,7FT Tree Holiday Decoration Artificial Tree Snow,Premium 7-foot flocked Christmas tree with lifelike snow detail — create the perfect holiday atmosphere effortlessly.,"₦104,500",,https://i.ibb.co/vCj0tzdc/0051-7ft-christmas-tree-xmas-holiday-decoration-artific-jpg.jpg,false
PROD-0050,9 Heads Soap Flower Rose Bouquet Flower,"Product Introduction:1 bunch of Rose Soap Flower Features:Handcrafted soap roses, aesthetically shaped to mimic the delicate petals and curves of real roses.Fragrant floral soap blooms, perfect for a luxurious bath experience or as an elegant decorative touch to any bathroom.Eco-friendly and skin-nourishing, these soap roses are made with natural ingredients and essential oils for a soothing effect.Long-lasting and aromatic, the soap roses retain their fragrance and form, serving as a beautiful and practical gift for loved ones.Perfect gift for Christmas, Valentine’s Day, Women’s Day, Mother’s Day, Birthday Party and other occasions.SpecificationItem Name: Rose Soap FlowerMaterial: Soap FlowerSize: Length 28cm Width 17cmColor: Red, Pink, ChampagnePackage included: 1 bunch of Rose Soap FlowerNote:1. There could be some slight differences in the color tone of the pictures and the actual item.2. Please allow 1-2mm differs due to manual measurement, thanks.","₦80,900",,https://i.ibb.co/Dfb7B9kk/0052-9-heads-soap-flower-rose-bouquet-flower-for-christ-webp.webp,false
PROD-0051,925 Sterling Silver Custom Name Rings,—,"₦51,500",,https://i.ibb.co/gFv8qK1P/0053-925-sterling-silver-custom-name-rings-for-women-pe-webp.webp,false
PROD-0052,925 Sterling Silver Infinity Mothers Ring with 2,—,"₦82,500",,https://i.ibb.co/3YS6WGTM/0054-925-sterling-silver-infinity-mothers-ring-with-2-r-webp.webp,false
PROD-0053,925 Sterling Silver Irregul Moon Necklaces,—,"₦63,900",,https://i.ibb.co/fVcbzXJq/0055-925-sterling-silver-irregul-moon-necklaces-pendant-webp.webp,false
PROD-0054,925 Sterling Silver Personalized 1-8 Name,—,"₦71,500",,https://i.ibb.co/rKBszK7m/0056-925-sterling-silver-personalized-1-8-name-engraved-webp.webp,false
PROD-0055,925 Sterling Silver Personalized Couple Name,—,"₦90,900",,https://i.ibb.co/qYk4n55B/0057-925-sterling-silver-personalized-couple-name-engra-webp.webp,false
PROD-0056,925 Sterling Silver Personalized Engraved Name,—,"₦93,900",,https://i.ibb.co/RkVQQN2N/0058-925-sterling-silver-personalized-engraved-name-wed-webp.webp,false
